PREVIOUS,CURRENT
vu en Marcus,qu’un
en Marcus qu’un,crétin
qu’un crétin,avec
crétin avec,qui
avec qui,il
qui il,n’avait
il n’avait,rien
n’avait rien,à partager
Pourtant lorsque,Francesca
lorsque Francesca,l’avait
Francesca l’avait,quitté
l’avait quitté,son
quitté son,beaufrère
avait été,le
été le,seul
le seul,à le
seul à le,soutenir
à le soutenir,À
soutenir À,l’époque
À l’époque,malgré Charly
Jonathan s’était,laissé
s’était laissé,glisser
laissé glisser,dans le
glisser dans le,trou
dans le trou,noir
trou noir,de la dépression
noir de la dépression,Désœuvré
de la dépression Désœuvré,et désemparé
Désœuvré et désemparé,il
et désemparé il,avait
il avait,sombré
avait sombré,dans son
chagrin fréquentant,d’un
fréquentant d’un,peu
d’un peu,trop
peu trop,près messieurs
trop près messieurs,Jack
Daniel et Johnnie,Walker
Heureusement par un,étrange
par un étrange,miracle
étrange miracle,Marcus
miracle Marcus,avait
Marcus avait,mis
avait mis,sa
flemmardise entre parenthèses,et
entre parenthèses et,pour la première
et pour la première,fois
sa vie,avait
vie avait,pris
avait pris,les
pris les,choses
les choses,en main
choses en main,Il
en main Il,avait
Il avait,repéré
avait repéré,un
repéré un,restaurant
un restaurant,italien
restaurant italien,fatigué
italien fatigué,qui
fatigué qui,venait
qui venait,de changer
venait de changer,de propriétaire
s’était démené,pour convaincre
démené pour convaincre,les
pour convaincre les,repreneurs
les repreneurs,de transformer
repreneurs de transformer,l’endroit
de transformer l’endroit,en bistrot
l’endroit en bistrot,français
en bistrot français,et d’en
français et d’en,confier
et d’en confier,les
confier les,fourneaux
les fourneaux,à son
fourneaux à son,beaufrère
à son beaufrère,Cette
beaufrère Cette,initiative
Cette initiative,avait
initiative avait,permis
Jonathan de reprendre,pied
de reprendre pied,À
pied À,peine
À peine,avaitil
peine avaitil,senti
avaitil senti,son
senti son,ami
sauvé que,Marcus
que Marcus,était
Marcus était,retombé
était retombé,dans sa
retombé dans sa,flémingite
dans sa flémingite,aiguë
À la tienne,!
la tienne,lançatil
lançatil,en tendant
lançatil en tendant,à Jonathan
en tendant à Jonathan,un
à Jonathan un,verre
Donc c’est,Noël
c’est Noël,avant l’heure
Noël avant l’heure,conclut
avant l’heure conclut,le
conclut le,Français
allumant le,poste
le poste,de radio
poste de radio,Art
de radio Art,déco
Art déco,qu’il
déco qu’il,avait
qu’il avait,récupéré
un marché,aux puces
marché aux puces,de Pasadena
Il régla,l’appareil
régla l’appareil,sur une
l’appareil sur une,station
sur une station,rock
station rock,qui
rock qui,diffusait
qui diffusait,une
version live,de Light
live de Light,My
de Light My,Fire
Ah,c’est
c’est,bon
c’est bon,ça
bon ça,!
ça,s’extasia
s’extasia,Marcus
s’extasia Marcus,en se
Marcus en se,calant
en se calant,au fond
de la banquette sans que,l’on
sans que l’on,sache
l’on sache,s’il
sache s’il,parlait
s’il parlait,du
parlait du,cabernet
ou de la musique,des Doors
Jonathan essaya,à son
essaya à son,tour
à son tour,de se
tour de se,détendre
de se détendre,Il
détendre Il,déboutonna
le col,de sa
col de sa,chemise
de sa chemise,et tomba
chemise et tomba,la veste
et tomba la veste,mais
la veste mais,la vue
mais la vue,du
la vue du,téléphone
du téléphone,de Madeline
téléphone de Madeline,posé
de Madeline posé,sur la table
posé sur la table,le
sur la table le,contraria
le contraria,Cette
histoire de portable,va
de portable va,me
va me,faire
me faire,perdre
faire perdre,des réservations
perdre des réservations,!
soupiratil Parmi,ses
Parmi ses,clients
ses clients,réguliers
clients réguliers,certains
réguliers certains,avaient
effet son,numéro
son numéro,personnel
numéro personnel,:
personnel,un
un,privilège
un privilège,qui
privilège qui,leur
qui leur,permettait
d’obtenir une,table
une table,même
table même,les
même les,soirs
les soirs,de rush
Tandis que,Marcus
que Marcus,se
Marcus se,saisissait
se saisissait,de l’appareil
saisissait de l’appareil,Jonathan
regarda son,fils
son fils,qui
fils qui,s’endormait
qui s’endormait,doucement
s’endormait doucement,sur la banquette
Il aurait,aimé
aurait aimé,prendre
aimé prendre,une
prendre une,dizaine
une dizaine,de jours
dizaine de jours,de vacances
mieux s’occuper,de Charly
s’occuper de Charly,mais
de Charly mais,il
mais il,ne
il ne,pouvait
ne pouvait,pas
pouvait pas,se
pas se,le
permettre Il,était
Il était,tout
était tout,juste
tout juste,sorti
juste sorti,du
sorti du,gouffre
du gouffre,financier
gouffre financier,qui
l’avait presque,englouti
presque englouti,quelques
englouti quelques,années
quelques années,plus
années plus,tôt
plus tôt,et cette
débâcle avait,eu
avait eu,le
eu le,mérite
le mérite,de le
mérite de le,vacciner
de le vacciner,contre les
vacciner contre les,crédits
les découverts,les
découverts les,impayés
les impayés,et autres
impayés et autres,pénalités
et autres pénalités,de retard
Lessivé il,ferma
il ferma,les
ferma les,yeux
les yeux,et Francesca
yeux et Francesca,lui
et Francesca lui,apparut
lui apparut,telle
qu’il l’avait,croisée
l’avait croisée,à l’aéroport
croisée à l’aéroport,Deux
à l’aéroport Deux,ans
Deux ans,après
ans après,la douleur
était toujours,aussi
toujours aussi,vive
aussi vive,Presque
vive Presque,insoutenable
Presque insoutenable,Il
insoutenable Il,ouvrit
Il ouvrit,les
yeux et prit,une
et prit une,gorgée
une gorgée,de vin
gorgée de vin,pour chasser
de vin pour chasser,son
pour chasser son,image
son image,Il
n’avait pas,la vie
pas la vie,qu’il
la vie qu’il,avait
qu’il avait,espérée
avait espérée,mais
espérée mais,c’était
mais c’était,la sienne
Eh,pas
pas,mal
pas mal,la nana
mal la nana,!
la nana,s’exclama
s’exclama,Marcus
s’exclama Marcus,tandis
Marcus tandis,que
tandis que,ses
doigts graisseux,glissaient
graisseux glissaient,sur l’écran
glissaient sur l’écran,tactile
sur l’écran tactile,pour faire
défiler les,photos
les photos,que
photos que,contenait
que contenait,le
contenait le,cellulaire
Intrigué Jonathan,passa
Jonathan passa,une
passa une,tête
une tête,pardessus
tête pardessus,l’écran
Parmi les,clichés
les clichés,de la jeune
clichés de la jeune,femme
de la jeune femme,certains
femme certains,étaient
certains étaient,gentiment
étaient gentiment,érotiques
Des poses,suggestives
poses suggestives,immortalisées
suggestives immortalisées,en noir
et blanc,dentelles
dentelles,fines
dentelles fines,jarretelles
fines jarretelles,en satin
jarretelles en satin,main
en satin main,relevée
cachant pudiquement,un
pudiquement un,sein
un sein,ou
sein ou,effleurant
ou effleurant,le
effleurant le,galbe
le galbe,d’une
hanche Rien,de bien
Rien de bien,méchant
de bien méchant,à l’heure
méchant à l’heure,où
à l’heure où,certains
mettaient en ligne,leur
en ligne leur,sextape
leur sextape,sur le
sextape sur le,web
Je peux,voir
peux voir,papa
voir papa,?
papa,demanda
demanda,Charly
demanda Charly,en sortant
Charly en sortant,de son
Non non,Rendorstoi
non Rendorstoi,Ce
Rendorstoi Ce,n’est
Ce n’est,pas
n’est pas,pour les
pas pour les,enfants
Surprenant tout,de même
tout de même,qu’avec
de même qu’avec,son
qu’avec son,air
son air,pincé
pimbêche bon,chic
bon chic,bon
chic bon,genre
bon genre,la peste
genre la peste,de l’aéroport
la peste de l’aéroport,avait
fait elle,aussi
elle aussi,sa
aussi sa,petite
sa petite,séance
petite séance,de poses
séance de poses,coquines
Plus étonné,qu’émoustillé
étonné qu’émoustillé,Jonathan
qu’émoustillé Jonathan,zooma
Jonathan zooma,sur le
zooma sur le,visage
du modèle,En
modèle En,apparence
En apparence,elle
apparence elle,s’amusait
elle s’amusait,se
s’amusait se,prêtant
se prêtant,au jeu
de bonne grâce,mais
grâce mais,derrière le
mais derrière le,sourire
derrière le sourire,de façade
sourire de façade,on
de façade on,devinait
on devinait,une
devinait une,certaine
une certaine,gêne
certaine gêne,Sans
gêne Sans,doute
Sans doute,ce
doute ce,genre
ce genre,de clichés
genre de clichés,étaitil
de clichés étaitil,plutôt
étaitil plutôt,le
plutôt le,trip
le trip,de son
trip de son,mec
de son mec,qui
mec qui,s’était
qui s’était,pris
s’était pris,l’espace
pris l’espace,d’un
instant pour Helmut,Newton
pour Helmut Newton,Qui
Newton Qui,était
Qui était,derrière l’appareil
était derrière l’appareil,?
Son mari,?
mari,Son
Son,amant
Son amant,?
amant,Jonathan
Jonathan,se
Jonathan se,souvenait
se souvenait,d’avoir
aperçu un,homme
un homme,à l’aéroport
homme à l’aéroport,mais
à l’aéroport mais,il
mais il,était
il était,incapable
était incapable,de se
rappeler sa,tête
Bon allez,ça
allez ça,suffit
ça suffit,!
suffit,tranchatil
tranchatil,en reposant
tranchatil en reposant,le
en reposant le,téléphone
sous le regard,déçu
regard déçu,de Marcus
Se sentant,soudain
sentant soudain,voyeur
soudain voyeur,il
voyeur il,se
il se,demanda
se demanda,de quel
demanda de quel,droit
de quel droit,il
fouillait dans la vie,privée
dans la vie privée,de cette
privée de cette,femme
Comme si,elle
si elle,allait
elle allait,se
allait se,gêner
se gêner,pour faire
gêner pour faire,pareil
pour faire pareil,!
pareil,lui
lui,fit
remarquer le,Canadien
Je m’en,contrefous
m’en contrefous,:
contrefous,il
il,n’y
il n’y,a
n’y a,aucun
a aucun,risque
aucun risque,qu’elle
risque qu’elle,trouve
ce genre,de photos
genre de photos,dans mon
de photos dans mon,téléphone
dans mon téléphone,!
téléphone,s’exclamatil
s’exclamatil,en se
servant un,verre
un verre,de screaming
verre de screaming,eagle
de screaming eagle,Si
eagle Si,tu
Si tu,crois
tu crois,que
crois que,je
que je,me
suis déjà,amusé
déjà amusé,à prendre
amusé à prendre,Popaul
à prendre Popaul,en photo
Le cabernet,avait
cabernet avait,des connotations
avait des connotations,exquises
des connotations exquises,de fruits
rouges et de pain,d’épice
et de pain d’épice,Tout
d’épice Tout,en dégustant
Tout en dégustant,le
en dégustant le,breuvage
Jonathan recensa,mentalement
recensa mentalement,ce
mentalement ce,que
ce que,contenait
que contenait,son
contenait son,téléphone
son téléphone,portable
téléphone portable,À
portable À,vrai
À vrai,dire
vrai dire,il
dire il,ne
il ne,se
ne se,souvenait
se souvenait,pas
souvenait pas,de tout
En tout,cas
tout cas,rien
cas rien,d’intime
rien d’intime,ni
d’intime ni,de compromettant
ni de compromettant,se
de compromettant se,rassuratil
Ce en quoi,il
en quoi il,se
il se,trompait
se trompait,totalement
Lorsqu’elle pénétra,dans le
pénétra dans le,local
dans le local,elle
local elle,poussa
elle poussa,un
poussa un,soupir
soulagement Takumi,avait
Takumi avait,suivi
avait suivi,ses
suivi ses,conseils
ses conseils,à la lettre
Le jeune,Asiatique
jeune Asiatique,s’était
Asiatique s’était,approvisionné
s’était approvisionné,la veille
approvisionné la veille,à Rungis
et la pièce débordait,de fleurs
débordait de fleurs,fraîches
de fleurs fraîches,:
fraîches,orchidées
orchidées,tulipes
blanches lys,poinsettias
lys poinsettias,hellébores
poinsettias hellébores,renoncules
hellébores renoncules,mimosa
jonquilles violettes,amaryllis
violettes amaryllis,Le
amaryllis Le,grand
Le grand,arbre
grand arbre,de Noël
arbre de Noël,qu’ils
avaient décoré,ensemble
décoré ensemble,brillait
ensemble brillait,de tous
brillait de tous,ses
de tous ses,feux
gerbes de gui,et de houx
de gui et de houx,pendaient
et de houx pendaient,au plafond
Rassurée elle,quitta
elle quitta,son
quitta son,blouson
son blouson,pour enfiler
blouson pour enfiler,son
pour enfiler son,tablier
rassembla ses,outils
ses outils,de travail
outils de travail,–
de travail,sécateur
sécateur,arrosoir
sécateur arrosoir,binette
arrosoir binette,–
et s’attela avec,bonheur
avec bonheur,aux tâches
bonheur aux tâches,les
aux tâches les,plus
les plus,urgentes
nettoyant les,feuilles
les feuilles,d’un
feuilles d’un,ficus
d’un ficus,rempotant
ficus rempotant,une
rempotant une,orchidée
taillant un,bonzaï
Madeline avait,conçu
avait conçu,son
conçu son,atelier
son atelier,floral
atelier floral,comme
floral comme,un
comme un,lieu
magique et poétique,une
et poétique une,bulle
une bulle,propice
bulle propice,à la rêverie
propice à la rêverie,un
à la rêverie un,havre
de paix sécurisant,loin du
sécurisant loin du,tumulte
loin du tumulte,et de la violence
ville Quelle,que
Quelle que,soit
que soit,la tristesse
soit la tristesse,d’une
la tristesse d’une,journée
d’une journée,elle
journée elle,voulait
que ses,clients
ses clients,mettent
clients mettent,leurs
mettent leurs,soucis
leurs soucis,entre parenthèses
qu’ils franchissaient,le
franchissaient le,seuil
le seuil,de sa
seuil de sa,boutique
de sa boutique,Au
boutique Au,moment
Noël l’atmosphère,de son
l’atmosphère de son,Jardin
de son Jardin,Extraordinaire
Jardin Extraordinaire,était
Extraordinaire était,particulièrement
était particulièrement,enchanteresse
particulièrement enchanteresse,renvoyant
enchanteresse renvoyant,aux parfums
renvoyant aux parfums,de l’enfance
aux parfums de l’enfance,et aux traditions
de l’enfance et aux traditions,d’antan
Une fois,les
fois les,premiers
les premiers,soins
premiers soins,terminés
soins terminés,la jeune
terminés la jeune,femme
sortit les,sapins
les sapins,pour les
sapins pour les,installer
pour les installer,contre la devanture
ouvrit sa,boutique
sa boutique,à 9
boutique à 9,heures
à 9 heures,tapantes
